address,postal_code,latitude,longitude,full_address
95 ALJUNIED CRES,380095,1.32170329,103.8861957,95 ALJUNIED CRESCENT SINGAPORE 380095
124 GEYLANG EAST AVE 1,380124,1.318388638,103.8866757,124 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE SINGAPORE 380124
414 EUNOS RD 5,400414,1.318115593,103.8982207,414 EUNOS ROAD 5 SINGAPORE 400414
32 CASSIA CRES,390032,1.309416071,103.8839001,32 CASSIA CRESCENT SINGAPORE 390032
95 OLD AIRPORT RD,390095,1.308404778,103.8873475,95 OLD AIRPORT ROAD SINGAPORE 390095
99 OLD AIRPORT RD,390099,1.308589538,103.8882449,99 OLD AIRPORT ROAD SINGAPORE 390099
315 UBI AVE 1,400315,1.329356348,103.9032208,315 UBI AVENUE 1 UBI CHILD CARE & DEVELOPMENT CENTRE SINGAPORE 400315
314 UBI AVE 1,400314,1.329294526,103.9036348,314 UBI AVENUE 1 KAMPONG UBI GREENVILLE SINGAPORE 400314
313 UBI AVE 1,400313,1.329060222,103.9038994,313 UBI AVENUE 1 KAMPONG UBI GREENVILLE SINGAPORE 400313
2 HAIG RD,430002,1.312293493,103.8976928,2 HAIG ROAD HAIG VIEW SINGAPORE 430002
122 GEYLANG EAST CTRL,380122,1.317679508,103.8849716,122 GEYLANG EAST CENTRAL CHRISTALITE STUDENT CARE CENTRE SINGAPORE 380122
34 CASSIA CRES,390034,1.309640784,103.8844718,34 CASSIA CRESCENT SINGAPORE 390034
31 BALAM RD,370031,1.32968233,103.885408,31 BALAM ROAD PCF SPARKLETOTS PRESCHOOL @ MACPHERSON BLK 31 (KN) SINGAPORE 370031
324 UBI AVE 1,400324,1.328294349,103.9042044,324 UBI AVENUE 1 KAMPUNG UBI ESTATE SINGAPORE 400324
125 ALJUNIED RD,380125,1.323270062,103.8817522,125 ALJUNIED ROAD SINGAPORE 380125
22 EUNOS CRES,400022,1.324759105,103.9021074,22 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400022
51 SIMS DR,380051,1.316292321,103.878899,51 SIMS DRIVE SIMS VISTA SINGAPORE 380051
50 SIMS DR,380050,1.316499491,103.8783838,50 SIMS DRIVE SIMS VISTA SINGAPORE 380050
19 HOUGANG AVE 3,530019,1.363789616,103.8918133,19 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530019
22 HOUGANG AVE 3,530022,1.364285424,103.8904679,22 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530022
129 LOR AH SOO,530129,1.351518498,103.8875775,129 LORONG AH SOO SINGAPORE 530129
155 HOUGANG ST 11,530155,1.352653389,103.8802927,155 HOUGANG STREET 11 SINGAPORE 530155
249 HOUGANG AVE 3,530249,1.359612146,103.8919082,249 HOUGANG AVENUE 3 SINGAPORE 530249
6 TEBAN GDNS RD,,,,
34 TEBAN GDNS RD,600034,1.319879635,103.741754,34 TEBAN GARDENS ROAD SINGAPORE 600034
339 JURONG EAST AVE 1,600339,1.349532517,103.7315322,339 JURONG EAST AVENUE 1 SINGAPORE 600339
402 PANDAN GDNS,600402,1.320755478,103.7495197,402 PANDAN GARDENS SINGAPORE 600402
414 PANDAN GDNS,600414,1.320083149,103.7472473,414 PANDAN GARDENS SMI PRESCHOOL PTE. LTD. SINGAPORE 600414
239 JURONG EAST ST 21,600239,1.340964835,103.7409141,239 JURONG EAST STREET 21 SINGAPORE 600239
260 JURONG EAST ST 24,600260,1.343721756,103.7402229,260 JURONG EAST STREET 24 SINGAPORE 600260
305 JURONG EAST ST 32,600305,1.345436568,103.7352406,305 JURONG EAST STREET 32 HONG KAH EAST GARDEN SINGAPORE 600305
219A JURONG EAST ST 21,601219,1.340607509,103.737454,219A JURONG EAST STREET 21 SINGAPORE 601219
220 JURONG EAST ST 21,600220,1.341071094,103.73747,220 JURONG EAST STREET 21 SINGAPORE 600220
112 HO CHING RD,610112,1.333885581,103.7236884,112 HO CHING ROAD SINGAPORE 610112
440 JURONG WEST AVE 1,640440,1.351311469,103.7228363,440 JURONG WEST AVENUE 1 SINGAPORE 640440
531 JURONG WEST ST 52,640531,1.349084238,103.7153429,531 JURONG WEST STREET 52 SINGAPORE 640531
424 JURONG WEST AVE 1,640424,1.351057551,103.7248859,424 JURONG WEST AVENUE 1 SINGAPORE 640424
537 JURONG WEST AVE 1,640537,1.350504013,103.7164749,537 JURONG WEST AVENUE 1 SINGAPORE 640537
412 JURONG WEST ST 42,640412,1.353251021,103.7261403,412 JURONG WEST STREET 42 SINGAPORE 640412
483 JURONG WEST ST 41,640483,1.347353056,103.7253204,483 JURONG WEST STREET 41 JURONGVILLE @ STREET 41 SINGAPORE 640483
532 JURONG WEST ST 52,640532,1.34914511,103.7160154,532 JURONG WEST STREET 52 SINGAPORE 640532
553 JURONG WEST ST 42,640553,1.353120559,103.7189296,553 JURONG WEST STREET 42 PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING 553 (CC) SINGAPORE 640553
401 JURONG WEST ST 42,640401,1.353424941,103.7214427,401 JURONG WEST STREET 42 HONG KAH COURT SINGAPORE 640401
201 BOON LAY DR,,1.343266151,103.7154119,201 BOON LAY DRIVE BOON LAY GARDENS SINGAPORE 640201
202 BOON LAY DR,,1.343784707,103.7150939,202 BOON LAY DRIVE BOON LAY GARDENS SINGAPORE 640202
204 BOON LAY DR,640204,1.344390406,103.7150977,204 BOON LAY DRIVE BOON LAY GARDENS SINGAPORE 640204
206 BOON LAY DR,640206,1.344952407,103.7150399,206 BOON LAY DRIVE BOON LAY GARDENS SINGAPORE 640206
221 BOON LAY PL,640221,1.346348193,103.7124293,221 BOON LAY PLACE RAINBOW CHILDCARE PTE LTD SINGAPORE 640221
86 WHAMPOA DR,320086,1.323136091,103.8558716,86 WHAMPOA DRIVE WHAMPOA SPRING SINGAPORE 320086
93 GEYLANG BAHRU,330093,1.322188988,103.871612,93 GEYLANG BAHRU SINGAPORE 330093
96 GEYLANG BAHRU,330096,1.323380611,103.8704616,96 GEYLANG BAHRU SINGAPORE 330096
34 JLN BAHAGIA,320034,1.326981809,103.8577618,34 JALAN BAHAGIA WHAMPOA GARDENS SINGAPORE 320034
27 JLN BAHAGIA,320027,1.326021022,103.858992,27 JALAN BAHAGIA WHAMPOA GARDENS SINGAPORE 320027
102 JLN RAJAH,321102,1.328223064,103.8515198,102 JALAN RAJAH RAJAH COURT SINGAPORE 321102
6 ST. GEORGE'S LANE,,,,
42 CAMBRIDGE RD,210042,1.316005236,103.8497916,42 CAMBRIDGE ROAD SINGAPORE 210042
11 ST. GEORGE'S RD,,,,
38 UPP BOON KENG RD,380038,1.318040811,103.8742228,38 UPPER BOON KENG ROAD UPPER BOON KENG RIVERVIEW SINGAPORE 380038
64 MARINE DR,440064,1.302112802,103.9094814,64 MARINE DRIVE MARINE DRIVE GARDENS SINGAPORE 440064
1 MARINE TER,440001,1.304829022,103.918615,1 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440001
62 C'WEALTH DR,140062,1.298493156,103.7970912,62 COMMONWEALTH DRIVE COMMONWEALTH GREEN SINGAPORE 140062
29 TANGLIN HALT RD,141029,1.298847085,103.7996412,29 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 141029
56 C'WEALTH DR,141056,1.297528021,103.7970902,56 COMMONWEALTH DRIVE COMMONWEALTH GREEN SINGAPORE 141056
45 TANGLIN HALT RD,141045,1.299194385,103.7985245,45 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141045
40 TANGLIN HALT RD,143040,1.297986437,103.7985808,40 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 143040
162 MEI LING ST,140162,1.292254671,103.802857,162 MEI LING STREET MEI LING VISTA SINGAPORE 140162
163 STIRLING RD,140163,1.291876436,103.8026323,163 STIRLING ROAD MEI LING VISTA SINGAPORE 140163
43 HOLLAND DR,270043,1.307377016,103.7929414,43 HOLLAND DRIVE DBS BUONA VISTA BRANCH SINGAPORE 270043
35 DOVER RD,130035,1.299123981,103.7834245,35 DOVER ROAD SINGAPORE 130035
91 C'WEALTH DR,140091,1.305870346,103.7997636,91 COMMONWEALTH DRIVE COMMONWEALTH 16 SINGAPORE 140091
109 C'WEALTH CRES,140109,1.307249431,103.7989383,109 COMMONWEALTH CRESCENT SINGAPORE 140109
68 C'WEALTH DR,140068,1.298984374,103.7960772,68 COMMONWEALTH DRIVE SINGAPORE 140068
15 GHIM MOH RD,270015,1.309143844,103.7884199,15 GHIM MOH ROAD PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN 15 (CC) SINGAPORE 270015
5 BUANGKOK STH FARMWAY 1,,,,
1 SELETAR WEST FARMWAY 6,,,,
2 SELETAR WEST FARMWAY 6,,,,
4 LOR LEW LIAN,531004,1.350262004,103.8764851,4 LORONG LEW LIAN LEW LIAN GARDENS SINGAPORE 531004
306 SERANGOON AVE 2,550306,1.354170246,103.8668857,306 SERANGOON AVENUE 2 MY FIRST SKOOL SINGAPORE 550306
104 SERANGOON NTH AVE 1,550104,1.370593162,103.8710868,104 SERANGOON NORTH AVENUE 1 HWI YOH COURT SINGAPORE 550104
229 SERANGOON AVE 4,550229,1.355981994,103.8702771,229 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550229
118 SERANGOON NTH AVE 1,550118,1.367595486,103.8709178,118 SERANGOON NORTH AVENUE 1 HWI YOH VILLE SINGAPORE 550118
122 SERANGOON NTH AVE 1,550122,1.366690924,103.8713591,122 SERANGOON NORTH AVENUE 1 SINGAPORE 550122
307 SERANGOON AVE 2,550307,1.354628176,103.8670687,307 SERANGOON AVENUE 2 PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 307 (KN) SINGAPORE 550307
231 SERANGOON AVE 3,550231,1.355017626,103.8683677,231 SERANGOON AVENUE 3 SINGAPORE 550231
239 SERANGOON AVE 2,550239,1.353200318,103.8686916,239 SERANGOON AVENUE 2 SERANGOON MORAL FSC (SCC) SINGAPORE 550239
238 SERANGOON AVE 2,550238,1.353545613,103.8689498,238 SERANGOON AVENUE 2 SERANGOON MORAL FAMILY SERVICE CENTRE SINGAPORE 550238
317 SERANGOON AVE 2,550317,1.352609721,103.8662221,317 SERANGOON AVENUE 2 SINGAPORE 550317
408 TAMPINES ST 41,520408,1.358778559,103.9452683,408 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520408
417 TAMPINES ST 41,520417,1.358780925,103.9472759,417 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520417
206 TAMPINES ST 21,520206,1.350860056,103.9523524,206 TAMPINES STREET 21 SINGAPORE 520206
139 TAMPINES ST 11,521139,1.346155872,103.9445074,139 TAMPINES STREET 11 UOB TAMPINES ST 11 SINGAPORE 521139
909 TAMPINES AVE 4,520909,1.350197401,103.9394071,909 TAMPINES AVENUE 4 TAMPINES PALMSVILLE SINGAPORE 520909
276 TAMPINES ST 22,520276,1.347443785,103.9506177,276 TAMPINES STREET 22 SINGAPORE 520276
930 TAMPINES ST 91,520930,1.34596292,103.9396148,930 TAMPINES STREET 91 TAMPINES PALMSPRING SINGAPORE 520930
213 TAMPINES ST 23,520213,1.354795323,103.9539356,213 TAMPINES STREET 23 SINGAPORE 520213
208 TAMPINES ST 21,520208,1.351201498,103.9530514,208 TAMPINES STREET 21 RED SWASTIKA WELFARE CLINIC SINGAPORE 520208
107 TAMPINES ST 11,521107,1.348329155,103.9484307,107 TAMPINES STREET 11 OCBC TAMPINES STREET 11 - FAIRPRICE SINGAPORE 521107
915 TAMPINES ST 91,520915,1.348605623,103.9395641,915 TAMPINES STREET 91 TAMPINES PALMSVILLE SINGAPORE 520915
911 TAMPINES ST 91,520911,1.349831891,103.9395686,911 TAMPINES STREET 91 TAMPINES PALMSVILLE SINGAPORE 520911
931 TAMPINES ST 91,520931,1.345872598,103.9391072,931 TAMPINES STREET 91 TAMPINES PALMSPRING SINGAPORE 520931
448 TAMPINES ST 42,520448,1.357407033,103.9509961,448 TAMPINES STREET 42 SINGAPORE 520448
449 TAMPINES ST 42,520449,1.357024242,103.9510544,449 TAMPINES STREET 42 SINGAPORE 520449
230 TAMPINES ST 24,524230,1.355932426,103.9527466,230 TAMPINES STREET 24 SINGAPORE 524230
419 TAMPINES ST 41,520419,1.357832522,103.9467269,419 TAMPINES STREET 41 SUN PLAZA GARDENS SINGAPORE 520419
423 TAMPINES ST 41,520423,1.357072711,103.9476016,423 TAMPINES STREET 41 SUN PLAZA GARDENS SINGAPORE 520423
815 TAMPINES AVE 4,520815,1.347346927,103.937409,815 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520815
260 TAMPINES ST 21,520260,1.35464006,103.9501008,260 TAMPINES STREET 21 SINGAPORE 520260
107 LOR 1 TOA PAYOH,310107,1.341219489,103.8472888,107 LORONG 1 TOA PAYOH DBS TOA PAYOH NORTH BRANCH SINGAPORE 310107
108 LOR 1 TOA PAYOH,310108,1.341552529,103.8472951,108 LORONG 1 TOA PAYOH TOA PAYOH NORTH SINGAPORE 310108
124 LOR 1 TOA PAYOH,310124,1.338648767,103.8446273,124 LORONG 1 TOA PAYOH TOA PAYOH VIEW SINGAPORE 310124
18 LOR 7 TOA PAYOH,310018,1.335757237,103.8567896,18 LORONG 7 TOA PAYOH KIM KEAT PALM SINGAPORE 310018
85 LOR 4 TOA PAYOH,310085,1.336285361,103.8484287,85 LORONG 4 TOA PAYOH JESSIN KINDERGARTEN SINGAPORE 310085
185 TOA PAYOH CTRL,310185,1.332727959,103.8499942,185 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310185
203 TOA PAYOH NTH,310203,1.342065202,103.8491654,203 TOA PAYOH NORTH TOA PAYOH SPRING SINGAPORE 310203
194 KIM KEAT AVE,310194,1.330939337,103.8581819,194 KIM KEAT AVENUE KIM KEAT VIEW SINGAPORE 310194
104 POTONG PASIR AVE 1,350104,1.334339169,103.8691589,104 POTONG PASIR AVENUE 1 SINGAPORE 350104
47 LOR 6 TOA PAYOH,310047,1.336910298,103.8540304,47 LORONG 6 TOA PAYOH EAST PAYOH SPRING SINGAPORE 310047
217 LOR 8 TOA PAYOH,310217,1.342658708,103.8546656,217 LORONG 8 TOA PAYOH SINGAPORE 310217
2A WOODLANDS CTR RD,,,,
148 WOODLANDS ST 13,730148,1.43576275,103.77403,148 WOODLANDS STREET 13 SINGAPORE 730148
172 WOODLANDS ST 13,730172,1.433972475,103.7775169,172 WOODLANDS STREET 13 NTUC ELDERCARE CENTRE SILVER CIRCLE (MARSILING) SINGAPORE 730172
215 MARSILING LANE,730215,1.447607576,103.772062,215 MARSILING LANE SINGAPORE 730215
731 YISHUN ST 72,760731,1.428347047,103.8311188,731 YISHUN STREET 72 OCBC YISHUN STREET 72 SINGAPORE 760731
125 YISHUN ST 11,760125,1.433950694,103.8304398,125 YISHUN STREET 11 CHONG PANG VIEW SINGAPORE 760125
214 YISHUN ST 21,760214,1.431446088,103.8363209,214 YISHUN STREET 21 SINGAPORE 760214
124 YISHUN ST 11,760124,1.4345903,103.8311393,124 YISHUN STREET 11 LUTHERAN CHILD CARE CENTRE SINGAPORE 760124
255 YISHUN RING RD,760255,1.434316315,103.8406895,255 YISHUN RING ROAD YISHUN SUNSHINE SINGAPORE 760255
278 YISHUN ST 22,760278,1.43831415,103.8382269,278 YISHUN STREET 22 FICUS VALE SINGAPORE 760278
754 YISHUN ST 72,760754,1.426888592,103.834067,754 YISHUN STREET 72 SINGAPORE 760754
749 YISHUN ST 72,760749,1.428375953,103.8341135,749 YISHUN STREET 72 NEE SOON CENTRAL GREEN SINGAPORE 760749
139 YISHUN RING RD,760139,1.43165616,103.8313191,139 YISHUN RING ROAD SINGAPORE 760139
236 YISHUN RING RD,760236,1.43403212,103.8388242,236 YISHUN RING ROAD AFTER SCHOOL ADVENTURE CLUB (YISHUN) SINGAPORE 760236
269 YISHUN ST 22,760269,1.437125378,103.840329,269 YISHUN STREET 22 SINGAPORE 760269
155 YISHUN ST 11,760155,1.431886857,103.834256,155 YISHUN STREET 11 CHONG PANG VISTA SINGAPORE 760155
805 YISHUN RING RD,760805,1.417427227,103.8315889,805 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760805
475 ANG MO KIO AVE 10,560475,1.362662978,103.8565159,475 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560475
533 ANG MO KIO AVE 5,560533,1.374169234,103.8530019,533 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 533 (KN) SINGAPORE 560533
113 ANG MO KIO AVE 4,560113,1.371785176,103.8359657,113 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560113
325 ANG MO KIO AVE 3,560325,1.36789987,103.8468874,325 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560325
449 ANG MO KIO AVE 10,560449,1.367858883,103.856047,449 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560449
537 ANG MO KIO AVE 5,560537,1.375200096,103.8530598,537 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560537
634 ANG MO KIO AVE 6,560634,1.381582081,103.8432735,634 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560634
132 ANG MO KIO AVE 3,560132,1.371447436,103.8417836,132 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560132
618 BEDOK RESERVOIR RD,470618,1.333020409,103.9170378,618 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470618
92 BEDOK NTH AVE 4,460092,1.332444149,103.941298,92 BEDOK NORTH AVENUE 4 SINGAPORE 460092
113 BEDOK RESERVOIR RD,470113,1.32996671,103.9107825,113 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470113
121 BEDOK RESERVOIR RD,470121,1.331305178,103.9099922,121 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470121
35 CHAI CHEE AVE,461035,1.32481986,103.9262581,35 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461035
717 BEDOK RESERVOIR RD,470717,1.337552089,103.9254493,717 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470717
119 BEDOK NTH RD,460119,1.33018552,103.9387166,119 BEDOK NORTH ROAD SINGAPORE 460119
163 BEDOK STH RD,460163,1.319727937,103.9466269,163 BEDOK SOUTH ROAD SIGLAP EAST SINGAPORE 460163
405 BEDOK NTH AVE 3,460405,1.328713382,103.9340954,405 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460405
711 BEDOK RESERVOIR RD,470711,1.335973416,103.9236903,711 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470711
52 CHAI CHEE ST,460052,1.328696852,103.92095,52 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 460052
55 NEW UPP CHANGI RD,461055,1.325092556,103.9421102,55 NEW UPPER CHANGI ROAD SINGAPORE 461055
66 BEDOK STH AVE 3,460066,1.318493779,103.9438725,66 BEDOK SOUTH AVENUE 3 SIGLAP LUCKY VALLEY SINGAPORE 460066
112 BEDOK NTH RD,460112,1.331049078,103.9355388,112 BEDOK NORTH ROAD SINGAPORE 460112
115 BEDOK RESERVOIR RD,470115,1.330673944,103.9087384,115 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470115
25 SIN MING RD,570025,1.354993048,103.8374735,25 SIN MING ROAD THOMSON NEIGHBOURHOOD POLICE POST SINGAPORE 570025
265 BT BATOK EAST AVE 4,650265,1.350008396,103.7598628,265 BUKIT BATOK EAST AVENUE 4 BONAVENTURE 86 PTE LTD SINGAPORE 650265
316 BT BATOK ST 32,650316,1.360576605,103.746834,316 BUKIT BATOK STREET 32 SINGAPORE 650316
250 BT BATOK EAST AVE 5,650250,1.351055493,103.7570803,250 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650250
106 BT BATOK CTRL,650106,1.348222309,103.7471885,106 BUKIT BATOK CENTRAL SINGAPORE 650106
174 BT BATOK WEST AVE 8,650174,1.345654806,103.7410477,174 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650174
252 BT BATOK EAST AVE 5,650252,1.350467684,103.7572385,252 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650252
322 BT BATOK ST 33,650322,1.361667384,103.747725,322 BUKIT BATOK STREET 33 SINGAPORE 650322
363 BT BATOK ST 31,650363,1.361014444,103.7494473,363 BUKIT BATOK STREET 31 SINGAPORE 650363
324 BT BATOK ST 33,650324,1.362164728,103.7476281,324 BUKIT BATOK STREET 33 SINGAPORE 650324
203 BT BATOK ST 21,650203,1.347332586,103.7489904,203 BUKIT BATOK STREET 21 SINGAPORE 650203
222 BT BATOK EAST AVE 3,650222,1.347848541,103.7540349,222 BUKIT BATOK EAST AVENUE 3 SINGAPORE 650222
138 JLN BT MERAH,160138,1.27842357,103.8262376,138 JALAN BUKIT MERAH SINGAPORE 160138
138 ALEXANDRA RD,,,,
142 TIONG BAHRU RD,,,,
86 REDHILL CL,150086,1.286920062,103.8186736,86 REDHILL CLOSE SINGAPORE 150086
91 ZION RD,,,,
27 TELOK BLANGAH WAY,90027,1.274236332,103.8217147,27 TELOK BLANGAH WAY @27 FAMILY SERVICE CENTRE SINGAPORE 090027
50 TELOK BLANGAH DR,100050,1.27309041,103.8101436,50 TELOK BLANGAH DRIVE BLANGAH VIEW SINGAPORE 100050
8 JLN RUMAH TINGGI,150008,1.288575947,103.8078682,8 JALAN RUMAH TINGGI RUMAH TINGGI VIEW SINGAPORE 150008
111 BT PURMEI RD,90111,1.274397181,103.8272396,111 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090111
110 SPOTTISWOODE PK RD,81110,1.273638234,103.8364203,110 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 081110
103 SPOTTISWOODE PK RD,80103,1.274660969,103.8352798,103 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 080103
21 OUTRAM PK,,,,
4 ROCHOR RD,,,,
3 ROCHOR RD,,,,
53 CHIN SWEE RD,160053,1.28762317,103.8414629,53 CHIN SWEE ROAD SINGAPORE 160053
637 VEERASAMY RD,200637,1.30702756,103.8555275,637 VEERASAMY ROAD SINGAPORE 200637
351 CLEMENTI AVE 2,120351,1.31535007,103.7708614,351 CLEMENTI AVENUE 2 SINGAPORE 120351
341 CLEMENTI AVE 5,120341,1.319169017,103.769054,341 CLEMENTI AVENUE 5 SAINT ANDREW'S CATHEDRAL HOME FOR THE AGED (FEMALES) SINGAPORE 120341
514 WEST COAST RD,120514,1.308972504,103.7592329,514 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120514
4 HAIG RD,430004,1.312101244,103.8971871,4 HAIG ROAD HAIG VIEW SINGAPORE 430004
53 SIMS PL,NIL,1.317830793,103.8800721,NIL
318 UBI AVE 1,400318,1.32845731,103.9032746,318 UBI AVENUE 1 KAMPONG UBI GREENVILLE SINGAPORE 400318
7 HAIG RD,430007,1.313806612,103.8969105,7 HAIG ROAD HAIG VIEW SINGAPORE 430007
125 GEYLANG EAST AVE 1,381125,1.317443878,103.8863737,125 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE SINGAPORE 381125
247 HOUGANG AVE 3,530247,1.359165748,103.8915243,247 HOUGANG AVENUE 3 BRAINY BUNCH INTERNATIONAL MONTESSORI SINGAPORE 530247
401 HOUGANG AVE 10,530401,1.374843395,103.8969942,401 HOUGANG AVENUE 10 HARMONY VIEW SINGAPORE 530401
412 HOUGANG AVE 10,530412,1.374704823,103.8953657,412 HOUGANG AVENUE 10 HARMONY VIEW SINGAPORE 530412
704 HOUGANG AVE 2,530704,1.364923196,103.8893795,704 HOUGANG AVENUE 2 SINGAPORE 530704
253 HOUGANG AVE 3,530253,1.360428288,103.8922069,253 HOUGANG AVENUE 3 SINGAPORE 530253
703 HOUGANG AVE 2,530703,1.36553096,103.8894606,703 HOUGANG AVENUE 2 SINGAPORE 530703
628 HOUGANG AVE 8,530628,1.369544732,103.8804764,628 HOUGANG AVENUE 8 NKF DIALYSIS CENTRE HOUGANG-PUNGGOL SINGAPORE 530628
35 TEBAN GDNS RD,600035,1.31955256,103.7426448,35 TEBAN GARDENS ROAD SINGAPORE 600035
36 TEBAN GDNS RD,600036,1.319974503,103.7427392,36 TEBAN GARDENS ROAD SINGAPORE 600036
330 JURONG EAST AVE 1,600330,1.350554953,103.7300291,330 JURONG EAST AVENUE 1 SINGAPORE 600330
301 JURONG EAST ST 32,600301,1.34404145,103.7355001,301 JURONG EAST STREET 32 HONG KAH EAST GARDEN SINGAPORE 600301
261 JURONG EAST ST 24,600261,1.344495689,103.7404011,261 JURONG EAST STREET 24 SINGAPORE 600261
338 JURONG EAST AVE 1,600338,1.350220569,103.7312606,338 JURONG EAST AVENUE 1 SINGAPORE 600338
409 PANDAN GDNS,600409,1.318512076,103.7473725,409 PANDAN GARDENS SINGAPORE 600409
48 TEBAN GDNS RD,600048,1.320494554,103.7399682,48 TEBAN GARDENS ROAD PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH BLK 48 (KN) SINGAPORE 600048
226 JURONG EAST ST 21,600226,1.341404713,103.7358435,226 JURONG EAST STREET 21 SINGAPORE 600226
406 JURONG WEST ST 42,640406,1.354314348,103.7223959,406 JURONG WEST STREET 42 ELIAS KINDERGARTEN SINGAPORE 640406
541 JURONG WEST AVE 1,640541,1.35104299,103.715983,541 JURONG WEST AVENUE 1 JOY TALENT CHILDCARE CENTRE PTE. LTD. SINGAPORE 640541
533 JURONG WEST ST 52,640533,1.348911526,103.7164588,533 JURONG WEST STREET 52 SINGAPORE 640533
522 JURONG WEST ST 52,640522,1.346453964,103.7166577,522 JURONG WEST STREET 52 SINGAPORE 640522
523 JURONG WEST ST 52,640523,1.346755476,103.7161578,523 JURONG WEST STREET 52 SINGAPORE 640523
404 JURONG WEST ST 42,640404,1.353922888,103.7225057,404 JURONG WEST STREET 42 PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 404 (CC) SINGAPORE 640404
549 JURONG WEST ST 42,640549,1.352913939,103.7160727,549 JURONG WEST STREET 42 SINGAPORE 640549
472 JURONG WEST ST 41,640472,1.348123833,103.7224939,472 JURONG WEST STREET 41 SINGAPORE 640472
471 JURONG WEST ST 41,640471,1.348494278,103.7221629,471 JURONG WEST STREET 41 SINGAPORE 640471
7 JLN BATU,588726,1.335687004,103.7878317,7 JALAN JAMBU BATU HOCK SENG PARK SINGAPORE 588726
93 WHAMPOA DR,320093,1.322276067,103.8547999,93 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320093
47 BENDEMEER RD,330047,1.323397413,103.866812,47 BENDEMEER ROAD SINGAPORE 330047
14 ST. GEORGE'S RD,,,,
4 JLN BATU,669127,1.360465228,103.7628995,4 JALAN BATU NILAM HILLVIEW GARDEN ESTATE SINGAPORE 669127
5 JLN BATU,588724,1.335692554,103.7879191,5 JALAN JAMBU BATU HOCK SENG PARK SINGAPORE 588724
94 WHAMPOA DR,320094,1.321979417,103.8557543,94 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320094
99 WHAMPOA DR,320099,1.320812804,103.8538038,99 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320099
9 ST. GEORGE'S RD,,,,
18 ST. GEORGE'S RD,,,,
11 JLN BATU,588730,1.335757259,103.7876499,11 JALAN JAMBU BATU HOCK SENG PARK SINGAPORE 588730
108 JLN RAJAH,320108,1.328389357,103.8557509,108 JALAN RAJAH RAJAH COURT SINGAPORE 320108
